pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
TRNA CHARGING%HUMANCYC%TRNA-CHARGING-PWY	0.000210748155953635	0.00322867734574298	0.670296347390652	3.4930115515496403	0	37	EARS2|EPRS|DARS|NARS2|LARS|DARS2|WARS2|HARS|RARS|IARS2|PARS2|VARS|FARS2|RARS2|TARS|LARS2|KARS|TARS2|FARSB|SARS|QARS|GARS|AARS2|YARS2|FARSA|SARS2|NARS|MARS|IARS|HARS2
MITOCHONDRIAL TRANSLATION%REACTOME DATABASE ID RELEASE 66%5368287	0.000291290416545296	0.00409483520643424	0.513234398157235	3.4486859126077403	0	93	MRPL24|MRPL15|MRPL48|DAP3|MRPL1|MRPS27|MRPS26|MRPS18A|MRPL14|MRPL30|MRPS9|GFM2|TSFM|MRPS14|MRPS10|MRPS35|MRPL43|MRPL47|MRPL18|MRPS17|MRPL36|MRPL42|MRPS25|MRPS30|TUFM|MRPS36|MTRF1L|MRPL3|MRPL2|MRPL40|MRPL28|MRPL23|MRPL12|MRPL46|MRPL39|MTIF2|MRPL57|GADD45GIP1|MRPL44|MRPL55|MRPL9|MRPS18B|MRPS28|MRPL54|MRPS22|MRPL37|MRPL53|MTFMT|MRPL19|MRPL35|MRPL13|MTIF3|MRPS24|ERAL1|MRPS33|MRPL34|MRPL22|MRPL21|MRPL4|MRPS15|MRPL50|MRPL27|MRPS2|MRPL51|MRRF|MRPS6
RRNA PROCESSING%GOBP%GO:0006364	0.000406338886631451	0.00517644484731035	0.450965877860701	3.43886547800692	0	168	NHP2L1|RPL7L1|DIEXF|FDXACB1|WDR12|NHP2|MRPL1|RPL14|EBNA1BP2|TFB2M|FBLL1|RPF2|RRP9|ISG20L2|MRTO4|WDR18|PWP2|BYSL|WDR46|RRS1|WDR3|SKIV2L2|DCAF13|MRPS9|NOP14|EXOSC4|DDX49|EXOSC5|RPSA|IMP4|SENP3|UTP20|URB1|RRP1|NSUN3|RPS14|PDCD11|EXOSC7|TEX10|ERI3|MDN1|TBL3|RPL26|RNMTL1|RPL5|RIOK1|XRN2|DIS3L|HEATR1|RPL10A|RRP36|RPUSD2|PES1|NOL10|TSR1|PIH1D2|ZNHIT6|EMG1|DDX27|NSUN4|DIS3L2|POP5|WDR36|NOLC1|UTP14A|RPS7|NOL6|METTL16|WDR75|GAR1|RPL7A|RPL7|FBL|RPS24|RSL1D1|UTP3|DIMT1|RPS2|RPS17|RPS15|METTL15|PIH1D1|MRM1|NOP10|RIOK2|LYAR|TFB1M|RPS21|BMS1|TRMT112|IMP3|SRFBP1|WDR43|MPHOSPH10|NSUN5|RPL35A|FTSJ3|DHX37|UTP18|RPS6|RPF1|DIS3|ERI1|LAS1L|DKC1|RPS8|TSR3|UTP11L|FTSJ2|POP4|EXOSC6|NVL|DDX47
AMIDE BIOSYNTHETIC PROCESS%GOBP%GO:0043604	0.000952380952380952	0.0100846425526732	0.390984090535836	3.43425741262225	0	397	MRPL24|EARS2|MRPL15|MRPL48|EPRS|EEF1E1|DAP3|NHP2|MRPL1|DARS|ELOVL6|RPL14|NARS2|CERS2|LARS|DARS2|WARS2|HARS|ACAT1|RARS|IARS2|MRPS27|PPA2|COPS5|PARS2|EIF3I|PAIP1|SLC25A15|MRPS26|MRPS18A|VARS|APEH|MRPL14|PPT2|MRPL30|ST6GALNAC3|FARS2|GNB2L1|MRPS9|RSL24D1|GFM2|TSFM|NOA1|EIF3C|RPS18|EIF3J|MRPS14|MRPS10|MTHFD1L|EIF3E|RPSA|ST8SIA2|EIF3L|SEPSECS|RPL34|RARS2|TARS|CERS1|RPS3|ABCF1|RPL4|DHPS|MRPS35|ACLY|EIF2B3|GBA|MRPL43|RPL15|RPL6|RPL29|EEF1A1|DHFRL1|MRPL47|DEGS1|RPS14|B4GALT3|GATB|LARS2|MRPL18|RPS3A|MRPS17|EIF3H|EEF1B2|RPL26|KARS|MRPL36|RPL5|TARS2|MRPL42|FARSB|PDHB|MRPS25|MRPS30|LARP1|RWDD1|TUFM|RPL10A|RPL26L1|RPL23A|MRPS36|RPL17-C18orf32|EIF2S2|ABCE1|AIMP2|SARS|QARS|MTRF1L|EIF4B|EIF3CL|ST8SIA3|SRBD1|MRPL3|MRPL2|GSS|EIF4A1|EIF3M|MRPL40|GARS|NDUFA7|MRPL28|ZC3H15|GCLC|AARS2|MRPL23|MRPL12|MRPL46|RPS11|MTHFS|MRPL39|EIF3K|RPS5|MTIF2|MRPL57|PPA1|GADD45GIP1|MRPL44|ASL|YARS2|MRPL55|FARSA|GTPBP2|MLYCD|RPS7|RPL9|AIMP1|MRPL9|RPL32|MRPS18B|SARS2|MRPS28|RPLP0|EIF3D|NARS|RPL3|SCD|FASN|MRPL54|RPL31|RPL36|HSD17B12|EIF4A2|RPL7A|MRPS22|RPS4X|RPS10|MRPL37|RPL7|RPS24|GSPT2|MRPL53|MARS|RPL37|RPL17|IARS|MRPL19|RPS2|RPL12|SLC25A1|ELOVL5|RPS12|YAE1D1|MRPL35|HARS2|RPS17|RPL39|RPS15|MRPL13|MTIF3|GCLM|MRPS24|RPL37A|ERAL1|MRPS33|MRPL34|RPL8|RPS27A|EIF3A|ACSL1|MRPL22|CHAC1|RPS25|RPS21|CERS5|RPL24|EIF2B2|QRSL1|RPL30|PABPC1|MRPL21|MRPL4|MRPS15|RPL13|EIF1AX|RPL27A|MRPL50|RPS23|RPL35A|EEF2|MRPL27|RPL36A|RPL41|RPLP1|MCTS1|MRPS2|EEF1G|RPS6|EEFSEC|EEF2K|MRPL51|MRRF|MRPS6|CLN8
RRNA PROCESSING%REACTOME DATABASE ID RELEASE 66%72312	0.00047169811320754696	0.00573132241586954	0.430195850217724	3.38360422478365	0	200	NHP2L1|DIEXF|WDR12|NHP2|RPL14|EBNA1BP2|RRP9|ISG20L2|RPP40|WDR18|PWP2|BYSL|WDR46|WDR3|SKIV2L2|DCAF13|NOP14|EXOSC4|RPS18|DDX49|EXOSC5|RPSA|KIAA0391|IMP4|RPL34|SENP3|RPS3|RPL4|UTP20|RPL15|RPL6|GNL3|RRP1|RPL29|RPS14|PDCD11|EXOSC7|TEX10|RPS3A|TRMT10C|TBL3|RPL26|RNMTL1|RPL5|RIOK1|XRN2|HEATR1|NCL|RPL10A|RPL26L1|RRP36|RPL23A|RPP14|PES1|TSR1|RPS11|RPS5|EMG1|NSUN4|WDR36|UTP14A|RPS7|RPL9|RPL32|NOL6|WDR75|RPLP0|RPL3|UTP14C|GAR1|RPL31|RPL36|RPL7A|RPS4X|RPS10|RPL7|FBL|RPS24|LTV1|UTP3|DIMT1|RPL37|RPL17|RPS2|RPL12|RPS12|RPS17|RPP21|RPL39|RPS15|RPL39L|RPL37A|MRM1|NOP10|RIOK2|RPL8|RPS27A|TFB1M|RPS25|DDX21|RPS21|BMS1|RPL24|TRMT112|ELAC2|IMP3|WDR43|RPL30|MPHOSPH10|RPL13|RPL27A|RPS23|RPL35A|FTSJ3|RPL36A|DHX37|RPL41|RPLP1|UTP18|RPS6|DIS3|ERI1|LAS1L|DKC1|RPS8|PNO1|RPL19|TSR3|UTP11L|CSNK1E|FTSJ2|EXOSC6|RPL22L1|DDX47
TRANSLATIONAL TERMINATION%GOBP%GO:0006415	0.000291290416545296	0.00409483520643424	0.502147442974396	3.3741869579584503	0	93	MRPL24|MRPL15|MRPL48|DAP3|MRPL1|MRPS27|MRPS26|MRPS18A|APEH|MRPL14|MRPL30|MRPS9|GFM2|MRPS14|MRPS10|MRPS35|MRPL43|MRPL47|MRPL18|MRPS17|MRPL36|MRPL42|MRPS25|MRPS30|MRPS36|ABCE1|MTRF1L|MRPL3|MRPL2|MRPL40|MRPL28|MRPL23|MRPL12|MRPL46|MRPL39|MRPL57|GADD45GIP1|MRPL44|MRPL55|MRPL9|MRPS18B|MRPS28|MRPL54|MRPS22|MRPL37|GSPT2|MRPL53|MRPL19|MRPL35|MRPL13|MRPS24|ERAL1|MRPS33|MRPL34|MRPL22|MRPL21|MRPL4|MRPS15|MRPL50|MRPL27|MRPS2|MRPL51|MRRF|MRPS6
MITOCHONDRIAL TRANSLATION TERMINATION%REACTOME DATABASE ID RELEASE 66%5419276	0.000286204922724671	0.004061559318974529	0.5083787318291779	3.3520307225298103	0	87	MRPL24|MRPL15|MRPL48|DAP3|MRPL1|MRPS27|MRPS26|MRPS18A|MRPL14|MRPL30|MRPS9|GFM2|MRPS14|MRPS10|MRPS35|MRPL43|MRPL47|MRPL18|MRPS17|MRPL36|MRPL42|MRPS25|MRPS30|MRPS36|MTRF1L|MRPL3|MRPL2|MRPL40|MRPL28|MRPL23|MRPL12|MRPL46|MRPL39|MRPL57|GADD45GIP1|MRPL44|MRPL55|MRPL9|MRPS18B|MRPS28|MRPL54|MRPS22|MRPL37|MRPL53|MRPL19|MRPL35|MRPL13|MRPS24|ERAL1|MRPS33|MRPL34|MRPL22|MRPL21|MRPL4|MRPS15|MRPL50|MRPL27|MRPS2|MRPL51|MRRF|MRPS6
MITOCHONDRIAL TRANSLATION INITIATION%REACTOME DATABASE ID RELEASE 66%5368286	0.000286204922724671	0.004061559318974529	0.507698900339532	3.34754820605782	0	87	MRPL24|MRPL15|MRPL48|DAP3|MRPL1|MRPS27|MRPS26|MRPS18A|MRPL14|MRPL30|MRPS9|MRPS14|MRPS10|MRPS35|MRPL43|MRPL47|MRPL18|MRPS17|MRPL36|MRPL42|MRPS25|MRPS30|MRPS36|MRPL3|MRPL2|MRPL40|MRPL28|MRPL23|MRPL12|MRPL46|MRPL39|MTIF2|MRPL57|GADD45GIP1|MRPL44|MRPL55|MRPL9|MRPS18B|MRPS28|MRPL54|MRPS22|MRPL37|MRPL53|MTFMT|MRPL19|MRPL35|MRPL13|MTIF3|MRPS24|ERAL1|MRPS33|MRPL34|MRPL22|MRPL21|MRPL4|MRPS15|MRPL50|MRPL27|MRPS2|MRPL51|MRPS6
MITOCHONDRIAL TRANSLATIONAL TERMINATION%GOBP%GO:0070126	0.000288267512251369	0.00407685590981633	0.505769355586907	3.34597662951698	0	88	MRPL24|MRPL15|MRPL48|DAP3|MRPL1|MRPS27|MRPS26|MRPS18A|MRPL14|MRPL30|MRPS9|GFM2|MRPS14|MRPS10|MRPS35|MRPL43|MRPL47|MRPL18|MRPS17|MRPL36|MRPL42|MRPS25|MRPS30|MRPS36|MTRF1L|MRPL3|MRPL2|MRPL40|MRPL28|MRPL23|MRPL12|MRPL46|MRPL39|MRPL57|GADD45GIP1|MRPL44|MRPL55|MRPL9|MRPS18B|MRPS28|MRPL54|MRPS22|MRPL37|MRPL53|MRPL19|MRPL35|MRPL13|MRPS24|ERAL1|MRPS33|MRPL34|MRPL22|MRPL21|MRPL4|MRPS15|MRPL50|MRPL27|MRPS2|MRPL51|MRRF|MRPS6
MITOCHONDRIAL TRANSLATIONAL ELONGATION%GOBP%GO:0070125	0.000288267512251369	0.00407685590981633	0.5037222895215661	3.33243402331111	0	88	MRPL24|MRPL15|MRPL48|DAP3|MRPL1|MRPS27|MRPS26|MRPS18A|MRPL14|MRPL30|MRPS9|GFM2|TSFM|MRPS14|MRPS10|MRPS35|MRPL43|MRPL47|MRPL18|MRPS17|MRPL36|MRPL42|MRPS25|MRPS30|TUFM|MRPS36|MRPL3|MRPL2|MRPL40|MRPL28|MRPL23|MRPL12|MRPL46|MRPL39|MRPL57|GADD45GIP1|MRPL44|MRPL55|MRPL9|MRPS18B|MRPS28|MRPL54|MRPS22|MRPL37|MRPL53|MRPL19|MRPL35|MRPL13|MRPS24|ERAL1|MRPS33|MRPL34|MRPL22|MRPL21|MRPL4|MRPS15|MRPL50|MRPL27|MRPS2|MRPL51|MRPS6
MITOCHONDRIAL TRANSLATION ELONGATION%REACTOME DATABASE ID RELEASE 66%5389840	0.000286204922724671	0.004061559318974529	0.5007646250071911	3.3018265766952903	0	87	MRPL24|MRPL15|MRPL48|DAP3|MRPL1|MRPS27|MRPS26|MRPS18A|MRPL14|MRPL30|MRPS9|TSFM|MRPS14|MRPS10|MRPS35|MRPL43|MRPL47|MRPL18|MRPS17|MRPL36|MRPL42|MRPS25|MRPS30|TUFM|MRPS36|MRPL3|MRPL2|MRPL40|MRPL28|MRPL23|MRPL12|MRPL46|MRPL39|MRPL57|GADD45GIP1|MRPL44|MRPL55|MRPL9|MRPS18B|MRPS28|MRPL54|MRPS22|MRPL37|MRPL53|MRPL19|MRPL35|MRPL13|MRPS24|ERAL1|MRPS33|MRPL34|MRPL22|MRPL21|MRPL4|MRPS15|MRPL50|MRPL27|MRPS2|MRPL51|MRPS6
RRNA PROCESSING IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-8868773.2	0.000452079566003617	0.00554995529472639	0.421917790156769	3.29490768265759	0	190	NHP2L1|DIEXF|WDR12|NHP2|RPL14|EBNA1BP2|RRP9|ISG20L2|RPP40|WDR18|PWP2|BYSL|WDR46|WDR3|SKIV2L2|DCAF13|NOP14|EXOSC4|RPS18|DDX49|EXOSC5|RPSA|IMP4|RPL34|SENP3|RPS3|RPL4|UTP20|RPL15|RPL6|GNL3|RRP1|RPL29|RPS14|PDCD11|EXOSC7|TEX10|RPS3A|TBL3|RPL26|RPL5|RIOK1|XRN2|HEATR1|NCL|RPL10A|RPL26L1|RRP36|RPL23A|RPP14|PES1|TSR1|RPS11|RPS5|EMG1|WDR36|UTP14A|RPS7|RPL9|RPL32|NOL6|WDR75|RPLP0|RPL3|UTP14C|GAR1|RPL31|RPL36|RPL7A|RPS4X|RPS10|RPL7|FBL|RPS24|LTV1|UTP3|DIMT1|RPL37|RPL17|RPS2|RPL12|RPS12|RPS17|RPP21|RPL39|RPS15|RPL39L|RPL37A|NOP10|RIOK2|RPL8|RPS27A|RPS25|DDX21|RPS21|BMS1|RPL24|TRMT112|IMP3|WDR43|RPL30|MPHOSPH10|RPL13|RPL27A|RPS23|RPL35A|FTSJ3|RPL36A|DHX37|RPL41|RPLP1|UTP18|RPS6|DIS3|ERI1|LAS1L|DKC1|RPS8|PNO1|RPL19|TSR3|UTP11L|CSNK1E|EXOSC6|RPL22L1|DDX47
